district,districtcode,lastupdated,source,state,statecode,zone
Nicobars,AN_Nicobars,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Andaman and Nicobar Islands,AN,Green
North and Middle Andaman,AN_North and Middle Andaman,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Andaman and Nicobar Islands,AN,Green
South Andaman,AN_South Andaman,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Andaman and Nicobar Islands,AN,Red
Anantapur,AP_Anantapur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Andhra Pradesh,AP,Orange
Chittoor,AP_Chittoor,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Andhra Pradesh,AP,Red
East Godavari,AP_East Godavari,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Andhra Pradesh,AP,Orange
Guntur,AP_Guntur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Andhra Pradesh,AP,Red
Krishna,AP_Krishna,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Andhra Pradesh,AP,Red
Kurnool,AP_Kurnool,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Andhra Pradesh,AP,Red
Prakasam,AP_Prakasam,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Andhra Pradesh,AP,Orange
S.P.S. Nellore,AP_S.P.S. Nellore,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Andhra Pradesh,AP,Red
Srikakulam,AP_Srikakulam,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Andhra Pradesh,AP,Orange
Visakhapatnam,AP_Visakhapatnam,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Andhra Pradesh,AP,Orange
Vizianagaram,AP_Vizianagaram,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Andhra Pradesh,AP,Green
West Godavari,AP_West Godavari,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Andhra Pradesh,AP,Orange
Y.S.R. Kadapa,AP_Y.S.R. Kadapa,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Andhra Pradesh,AP,Orange
Anjaw,AR_Anjaw,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
Changlang,AR_Changlang,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
East Kameng,AR_East Kameng,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
East Siang,AR_East Siang,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
Kamle,AR_Kamle,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
Kra Daadi,AR_Kra Daadi,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
Kurung Kumey,AR_Kurung Kumey,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
Lepa Rada,AR_Lepa Rada,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
Lohit,AR_Lohit,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
Longding,AR_Longding,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
Lower Dibang Valley,AR_Lower Dibang Valley,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
Lower Siang,AR_Lower Siang,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
Lower Subansiri,AR_Lower Subansiri,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
Namsai,AR_Namsai,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
Pakke Kessang,AR_Pakke Kessang,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
Papum Pare,AR_Papum Pare,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
Shi Yomi,AR_Shi Yomi,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
Siang,AR_Siang,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
Tawang,AR_Tawang,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
Tirap,AR_Tirap,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
Upper Dibang Valley,AR_Upper Dibang Valley,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
Upper Siang,AR_Upper Siang,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
Upper Subansiri,AR_Upper Subansiri,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
West Kameng,AR_West Kameng,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
West Siang,AR_West Siang,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Arunachal Pradesh,AR,Green
Baksa,AS_Baksa,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Barpeta,AS_Barpeta,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Biswanath,AS_Biswanath,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Bongaigaon,AS_Bongaigaon,30/04/2020,https://m.hindustantimes.com/india-news/bongaigaon-district-in-assam-declared-red-zone-after-4-new-positive-cases-detected/story-cMQf1Cebpx4ZKBTL03fH4L.htmll,Assam,AS,Red
Cachar,AS_Cachar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Charaideo,AS_Charaideo,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Chirang,AS_Chirang,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Darrang,AS_Darrang,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Dhemaji,AS_Dhemaji,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Dhubri,AS_Dhubri,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Orange
Dibrugarh,AS_Dibrugarh,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Dima Hasao,AS_Dima Hasao,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Goalpara,AS_Goalpara,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Orange
Golaghat,AS_Golaghat,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Hailakandi,AS_Hailakandi,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Hojai,AS_Hojai,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Jorhat,AS_Jorhat,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Kamrup,AS_Kamrup,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Kamrup Metropolitan,AS_Kamrup Metropolitan,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Karbi Anglong,AS_Karbi Anglong,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Karimganj,AS_Karimganj,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Kokrajhar,AS_Kokrajhar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Lakhimpur,AS_Lakhimpur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Majuli,AS_Majuli,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Morigaon,AS_Morigaon,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Orange
Nagaon,AS_Nagaon,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Nalbari,AS_Nalbari,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Other State,AS_Other State,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,
Sivasagar,AS_Sivasagar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Sonitpur,AS_Sonitpur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
South Salmara Mankachar,AS_South Salmara Mankachar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Tinsukia,AS_Tinsukia,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Udalguri,AS_Udalguri,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
West Karbi Anglong,AS_West Karbi Anglong,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Assam,AS,Green
Araria,BR_Araria,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Green
Arwal,BR_Arwal,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Orange
Aurangabad,BR_Aurangabad,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Orange
Banka,BR_Banka,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Orange
Begusarai,BR_Begusarai,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Orange
Bhagalpur,BR_Bhagalpur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Orange
Bhojpur,BR_Bhojpur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Orange
Buxar,BR_Buxar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Red
Darbhanga,BR_Darbhanga,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Orange
East Champaran,BR_East Champaran,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Orange
Gaya,BR_Gaya,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Red
Gopalganj,BR_Gopalganj,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Orange
Jamui,BR_Jamui,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Green
Jehanabad,BR_Jehanabad,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Orange
Kaimur,BR_Kaimur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Orange
Katihar,BR_Katihar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Green
Khagaria,BR_Khagaria,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Green
Kishanganj,BR_Kishanganj,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Green
Lakhisarai,BR_Lakhisarai,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Orange
Madhepura,BR_Madhepura,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Orange
Madhubani,BR_Madhubani,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Orange
Munger,BR_Munger,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Red
Muzaffarpur,BR_Muzaffarpur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Green
Nalanda,BR_Nalanda,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Orange
Nawada,BR_Nawada,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Orange
Patna,BR_Patna,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Red
Purnia,BR_Purnia,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Orange
Rohtas,BR_Rohtas,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Red
Saharsa,BR_Saharsa,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Green
Samastipur,BR_Samastipur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Green
Saran,BR_Saran,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Orange
Sheikhpura,BR_Sheikhpura,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Green
Sheohar,BR_Sheohar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Green
Sitamarhi,BR_Sitamarhi,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Green
Siwan,BR_Siwan,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Orange
Supaul,BR_Supaul,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Green
Vaishali,BR_Vaishali,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Orange
West Champaran,BR_West Champaran,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Bihar,BR,Green
Chandigarh,CH_Chandigarh,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chandigarh,CH,Red
Balod,CT_Balod,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Baloda Bazar,CT_Baloda Bazar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Balrampur,CT_Balrampur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Bametara,CT_Bametara,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Bastar,CT_Bastar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Bijapur,CT_Bijapur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Bilaspur,CT_Bilaspur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Dakshin Bastar Dantewada,CT_Dakshin Bastar Dantewada,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Dhamtari,CT_Dhamtari,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Durg,CT_Durg,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Gariaband,CT_Gariaband,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Janjgir Champa,CT_Janjgir Champa,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Jashpur,CT_Jashpur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Kabeerdham,CT_Kabeerdham,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Kondagaon,CT_Kondagaon,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Korba,CT_Korba,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Orange
Koriya,CT_Koriya,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Mahasamund,CT_Mahasamund,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Mungeli,CT_Mungeli,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Narayanpur,CT_Narayanpur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Raigarh,CT_Raigarh,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Raipur,CT_Raipur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Red
Rajnandgaon,CT_Rajnandgaon,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Sukma,CT_Sukma,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Surajpur,CT_Surajpur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Surguja,CT_Surguja,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Uttar Bastar Kanker,CT_Uttar Bastar Kanker,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Chhattisgarh,CT,Green
Dadra and Nagar Haveli,DN_Dadra and Nagar Haveli,05/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Dadra and Nagar Haveli and Daman and Diu,DN,Orange
Daman,DN_Daman,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Dadra and Nagar Haveli and Daman and Diu,DN,Green
Diu,DN_Diu,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Dadra and Nagar Haveli and Daman and Diu,DN,Green
Central Delhi,DL_Central Delhi,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Delhi,DL,Red
East Delhi,DL_East Delhi,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Delhi,DL,Red
New Delhi,DL_New Delhi,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Delhi,DL,Red
North Delhi,DL_North Delhi,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Delhi,DL,Red
North East Delhi,DL_North East Delhi,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Delhi,DL,Red
North West Delhi,DL_North West Delhi,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Delhi,DL,Red
Shahdara,DL_Shahdara,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Delhi,DL,Red
South Delhi,DL_South Delhi,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Delhi,DL,Red
South East Delhi,DL_South East Delhi,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Delhi,DL,Red
South West Delhi,DL_South West Delhi,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Delhi,DL,Red
West Delhi,DL_West Delhi,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Delhi,DL,Red
North Goa,GA_North Goa,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Goa,GA,Green
South Goa,GA_South Goa,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Goa,GA,Green
Ahmedabad,GJ_Ahmedabad,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Red
Amreli,GJ_Amreli,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Green
Anand,GJ_Anand,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Red
Aravalli,GJ_Aravalli,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Red
Banaskantha,GJ_Banaskantha,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Red
Bharuch,GJ_Bharuch,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Orange
Bhavnagar,GJ_Bhavnagar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Red
Botad,GJ_Botad,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Orange
Chhota Udaipur,GJ_Chhota Udaipur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Orange
Dahod,GJ_Dahod,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Orange
Dang,GJ_Dang,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Orange
Devbhumi Dwarka,GJ_Devbhumi Dwarka,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Green
Gandhinagar,GJ_Gandhinagar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Red
Gir Somnath,GJ_Gir Somnath,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Orange
Jamnagar,GJ_Jamnagar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Orange
